date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:09:14	805/805	---MC-	200	added ('OK')	image/png	date:Mon,%2003%20Oct%202022%2008:00:36%20GMT	https://htmldemo.net/airi/airi/assets/img/icons/button-play.png	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/icons/button-play.png	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:14	45162/45162	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:00:46%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/bg-newsletter.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/bg-newsletter.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:14	26499/26499	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:00:46%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/banner-in-menu.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/banner-in-menu.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:15	288324/288324	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:00:47%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m02-bg.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m02-bg.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:15	126484/126484	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:00:49%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m07-bg1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m07-bg1.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:15	274144/274144	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:00:50%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m09-bg1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m09-bg1.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:15	51037/51037	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:01:10%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m11-bg2.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m11-bg2.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:15	212489/212489	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:01:12%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m12-bg2.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m12-bg2.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:15	197382/197382	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:01:13%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m13-bg2.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m13-bg2.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:16	121936/121936	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:01:13%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m12-bg1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m12-bg1.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:16	122922/122922	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:01:15%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m13-bg1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m13-bg1.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:16	51643/51643	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:01:16%20GMT	https://htmldemo.net/airi/airi/assets/img/about/about-bg1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/about/about-bg1.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:16	198954/198954	---MC-	200	added ('OK')	image/png	date:Mon,%2003%20Oct%202022%2008:01:16%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m16-bg1.png	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m16-bg1.png	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:16	87860/87860	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:01:17%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m11-bg1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m11-bg1.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:17	50350/50350	---MC-	200	added ('OK')	image/png	date:Mon,%2003%20Oct%202022%2008:01:17%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/leaf.png	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/leaf.png	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:17	134910/134910	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:01:18%20GMT	https://htmldemo.net/airi/airi/assets/img/others/coming-soon-bg.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/others/coming-soon-bg.jpg	(from https://htmldemo.net/airi/airi/assets/css/main.css)
07:09:17	120580/120580	---MCZ	200	added ('OK')	text/html	etag:W/%2260ffe2b0-1d704%22	https://htmldemo.net/airi/airi/team.html	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/team.html	(from https://htmldemo.net/airi/airi/index.html)
07:09:17	110975/110975	---MCZ	200	added ('OK')	text/html	etag:W/%2260ffe246-1b17f%22	https://htmldemo.net/airi/airi/contact-us-02.html	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/contact-us-02.html	(from https://htmldemo.net/airi/airi/index.html)
07:09:18	95003/95003	---MCZ	200	added ('OK')	text/html	etag:W/%2260ffe234-1731b%22	https://htmldemo.net/airi/airi/404.html	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/404.html	(from https://htmldemo.net/airi/airi/index.html)
07:09:18	105102/105102	---MCZ	200	added ('OK')	text/html	etag:W/%2260ffe248-19a8e%22	https://htmldemo.net/airi/airi/faqs-page.html	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/faqs-page.html	(from https://htmldemo.net/airi/airi/index.html)
07:09:18	5343/5343	---MCZ	200	added ('OK')	text/html	etag:W/%2260ffe243-14df%22	https://htmldemo.net/airi/airi/coming-soon.html	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/coming-soon.html	(from https://htmldemo.net/airi/airi/index.html)
07:09:18	8662/8662	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260ffe56a-21d6%22	https://htmldemo.net/airi/airi/assets/img/logo/logo.svg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/logo/logo.svg	(from https://htmldemo.net/airi/airi/index.html)
07:09:18	1971/1971	---MC-	200	added ('OK')	image/png	date:Mon,%2003%20Oct%202022%2007:57:32%20GMT	https://htmldemo.net/airi/airi/assets/img/logo/logo-white.png	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/logo/logo-white.png	(from https://htmldemo.net/airi/airi/index.html)
07:09:19	1769/1769	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2007:57:32%20GMT	https://htmldemo.net/airi/airi/assets/img/slider/home-01/100x50_m1-s1-1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/slider/home-01/100x50_m1-s1-1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:19	313379/313379	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:27%20GMT	https://htmldemo.net/airi/airi/assets/img/slider/home-01/m1-s1-1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/slider/home-01/m1-s1-1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:19	16044/16044	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Sep%202022%2017:12:27%20GMT	https://htmldemo.net/airi/airi/assets/img/slider/home-01/m1-s1-1-1.png	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/slider/home-01/m1-s1-1-1.png	(from https://htmldemo.net/airi/airi/index.html)
07:09:19	283271/283271	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2007:57:34%20GMT	https://htmldemo.net/airi/airi/assets/img/slider/home-01/m1-s1-2.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/slider/home-01/m1-s1-2.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:19	364566/364566	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/slider/home-01/m1-s1-3.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/slider/home-01/m1-s1-3.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:20	5061/5061	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/logo/m01-logo.png	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/logo/m01-logo.png	(from https://htmldemo.net/airi/airi/index.html)
07:09:20	49490/49490	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m01-img1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m01-img1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:20	13994/13994	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:27%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-20-1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-20-1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:20	15769/15769	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-20-2.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-20-2.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:20	21939/21939	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:27%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-19-4.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-19-4.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:21	22196/22196	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2007:57:36%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-19-1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-19-1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:21	18955/18955	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-18-1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-18-1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:21	15280/15280	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:27%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-18-4.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-18-4.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:21	18317/18317	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2007:57:36%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-17-1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-17-1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:21	8409/8409	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2007:57:37%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-17-4.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-17-4.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:22	25908/25908	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Oct%202022%2014:59:08%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-16-4.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-16-4.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:22	20170/20170	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Oct%202022%2014:59:08%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-16-1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-16-1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:22	37764/37764	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-15-1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-15-1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:22	32425/32425	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:27%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-15-3.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-15-3.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:23	11543/11543	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Oct%202022%2014:59:08%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-14-2.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-14-2.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:23	10701/10701	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2007:57:39%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-14-1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-14-1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:23	16167/16167	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:27%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-13-1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-13-1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:23	35623/35623	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Oct%202022%2014:59:08%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-13-2.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-13-2.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:23	19659/19659	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-12-1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-12-1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:24	23026/23026	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:27%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-12-4.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-12-4.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:24	19534/19534	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-11-2.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-11-2.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:24	14299/14299	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:27%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-10-3.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-10-3.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:24	17531/17531	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Oct%202022%2014:59:08%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-9-2.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-9-2.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:24	13001/13001	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m01-collection1.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m01-collection1.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:25	9238/9238	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m01-collection2.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m01-collection2.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:25	27473/27473	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/m01-collection3.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/m01-collection3.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:25	44278/44278	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/blog/image-545x363.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/blog/image-545x363.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:25	40634/40634	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2017:12:28%20GMT	https://htmldemo.net/airi/airi/assets/img/blog/blog-12-545x363.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/blog/blog-12-545x363.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:25	30151/30151	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2007:57:55%20GMT	https://htmldemo.net/airi/airi/assets/img/blog/blog-13-545x363.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/blog/blog-13-545x363.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:26	41293/41293	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2007:57:56%20GMT	https://htmldemo.net/airi/airi/assets/img/blog/blog-11-545x363.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/blog/blog-11-545x363.jpg	(from https://htmldemo.net/airi/airi/index.html)
07:09:26	1665/1665	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:06:00%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-14-2-70x81.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-14-2-70x81.jpg	(from https://htmldemo.net/airi/airi/wishlist.html)
07:09:26	1300/1300	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:06:01%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-9-1-70x81.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-9-1-70x81.jpg	(from https://htmldemo.net/airi/airi/wishlist.html)
07:09:27	1238/1238	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:06:01%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-10-1-70x81.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-10-1-70x81.jpg	(from https://htmldemo.net/airi/airi/wishlist.html)
07:09:27	1245/1245	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2008:06:01%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-11-1-70x81.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-11-1-70x81.jpg	(from https://htmldemo.net/airi/airi/wishlist.html)
07:09:27	2132/2132	---MC-	200	added ('OK')	image/png	date:Mon,%2003%20Oct%202022%2008:02:52%20GMT	https://htmldemo.net/airi/airi/assets/img/others/payments-2.png	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/others/payments-2.png	(from https://htmldemo.net/airi/airi/wishlist.html)
07:09:29	238670/238670	---MC-	200	added ('OK')	image/png	date:Tue,%2004%20Oct%202022%2000:57:02%20GMT	https://htmldemo.net/airi/airi/assets/img/slider/home-21/slide-2.png	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/slider/home-21/slide-2.png	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:29	706679/706679	---MC-	200	added ('OK')	image/png	date:Tue,%2004%20Oct%202022%2000:56:57%20GMT	https://htmldemo.net/airi/airi/assets/img/slider/home-21/slide-1.png	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/slider/home-21/slide-1.png	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:29	386085/386085	---MC-	200	added ('OK')	image/png	date:Tue,%2004%20Oct%202022%2000:57:04%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/h-21-banner-2.png	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/h-21-banner-2.png	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:29	119501/119501	---MC-	200	added ('OK')	image/png	date:Tue,%2004%20Oct%202022%2000:57:03%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/h-21-banner-1.png	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/h-21-banner-1.png	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:29	200696/200696	---MC-	200	added ('OK')	image/png	date:Tue,%2004%20Oct%202022%2000:57:04%20GMT	https://htmldemo.net/airi/airi/assets/img/banner/h-21-banner-3.png	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/banner/h-21-banner-3.png	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:29	19832/19832	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:05%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-41-416x478.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-41-416x478.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:30	22058/22058	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:11%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-42-416x478.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-42-416x478.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:30	19802/19802	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:12%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-45-416x478.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-45-416x478.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:30	21987/21987	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:12%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-46-416x478.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-46-416x478.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:30	15595/15595	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:18%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-47-416x478.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-47-416x478.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:30	21456/21456	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:19%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-48-416x478.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-48-416x478.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:31	16697/16697	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:26%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-53-416x478.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-53-416x478.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:31	25804/25804	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:28%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-52-416x478.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-52-416x478.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:31	20960/20960	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:28%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-55-416x478.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-55-416x478.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:31	17075/17075	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:36%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-58-416x478.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-58-416x478.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:32	40484/40484	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:37%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-56-416x478.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-56-416x478.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:32	17031/17031	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:37%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-59-416x478.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-59-416x478.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
07:09:32	26076/26076	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2000:57:38%20GMT	https://htmldemo.net/airi/airi/assets/img/products/prod-62-500x475.jpg	C:/Users/Sourov/Desktop/02/htmldemo.net/airi/airi/assets/img/products/prod-62-500x475.jpg	(from https://htmldemo.net/airi/airi/index-21.html)
